genus,species,subspecies,variant,photo
Parkia,sp.,,,C3
Parkia,sp.,,,C3
Parkinsonia,sp.,,,C3
Parmentiera,sp.,,,C3
Parsonsia,sp.,,,C3
Parsonsia,sp.,,,C3
Parsonsia,sp.,,,C3
Pauia,sp.,,,C3
Pavonia,sp.,,,C3
Paypayrola,sp.,,,C3
Pecarisonium,sp.,,,C3
Pecarisonium,sp.,,,C3
Pelargonium,sp.,,,C3
Pelargonium,sp.,,,C3
Pelea,sp.,,,C3
Pelea,sp.,,,C3
Pelea,sp.,,,C3
Peliosanthes,sp.,,,C3
Pellaea,sp.,,,C3
Peltandra,sp.,,,C3
Peltogyne,sp.,,,C3
Pentace,sp.,,,C3
Pentapanax,sp.,,,C3
Pentaspadon,sp.,,,C3
Peperomia,sp.,,,C3
Peperomia,sp.,,,C3
Peperomia,sp.,,,C3
Peperomia,sp.,,,C3
Perebea,sp.,,,C3
Pereskia,sp.,,,C3
Pereskia,sp.,,,C3
Perezia,sp.,,,C3
Perezia,sp.,,,C3
Perezia,sp.,,,C3
Peridiscus,sp.,,,C3
Pernettya,sp.,,,C3
Persea,sp.,,,C3
Persoonia,sp.,,,C3
Petrea,sp.,,,C3
Petrophile,sp.,,,C3
Petteria,sp.,,,C3
Phanera,sp.,,,C3
Phebalium,sp.,,,C3
Phellodendron,sp.,,,C3
Philippia,sp.,,,C3
Phillyrea,sp.,,,C3
Philodendron,sp.,,,C3
Philodendron,sp.,,,C3
Philodendron,sp.,,,C3
Philodendron,sp.,,,C3
Philodendron,sp.,,,C3
Phoenix,sp.,,,C3
Photinia,sp.,,,C3
Phyllodium,sp.,,,C3
Phyllodoce,sp.,,,C3
Phyllota,sp.,,,C3
Phymatodes,sp.,,,C3
Phymatosorus,sp.,,,C3
Physalis,sp.,,,C3
Physocarpus,sp.,,,C3
Physokentia,sp.,,,C3
Phytelephas,sp.,,,C3
Phyteuma,sp.,,,C3
Picea,sp.,,,C3
Picea,sp.,,,C3
Picea,sp.,,,C3
Picea,sp.,,,C3
Picea,sp.,,,C3
Picraena,sp.,,,C3
Pilea,sp.,,,C3
Pilea,sp.,,,C3
Pilea,sp.,,,C3
Pilea,sp.,,,C3
Pilea,sp.,,,C3
Piliostigma,sp.,,,C3
Pimelea,sp.,,,C3
Pimelea,sp.,,,C3
Pimelia,sp.,,,C3
Pinanga,sp.,,,C3
Pinus,sp.,,,C3
Piora,sp.,,,C3
Piper,sp.,,,C3
Piper,sp.,,,C3
Piper,sp.,,,C3
Piptadenia,sp.,,,C3
Piptadeniastrum,sp.,,,C3
Pipturus,sp.,,,C3
Pistacia,sp.,,,C3
Pitcairnia,sp.,,,C3
Pitcarnia,sp.,,,C3
Pithecellobium,sp.,,,C3
Pithecoctenium,sp.,,,C3
Pityrogramma,sp.,,,C3
Platanus,sp.,,,C3
Platanus,sp.,,,C3
Platycerium,sp.,,,C3
Platychilum,sp.,,,C3
Platycodon,sp.,,,C3
Platymiscium,sp.,,,C3
Platypodium,sp.,,,C3
Platysace,sp.,,,C3
Pleiogynium,sp.,,,C3
Pleiokirkia,sp.,,,C3
Pleocnemia,sp.,,,C3
Pleonotoma,sp.,,,C3
Pleopeltis,sp.,,,C3
Pleopeltis,sp.,,,C3
Pleopeltis,sp.,,,C3
Plethadenia,sp.,,,C3
Pleurothyrium,sp.,,,C3
Pluchea,sp.,,,C3
Pluchea,sp.,,,C3
Pluchea,sp.,,,C3
Plumeria,sp.,,,C3
Plumeria,sp.,,,C3
Pneumatopteris,sp.,,,C3
Poa,sp.,,,C3
Poa,sp.,,,C3
Poa,sp.,,,C3
Poa,sp.,,,C3
Poa,sp.,,,C3
Poa,sp.,,,C3
Poa,sp.,,,C3
Poa,sp.,,,C3
Poa,sp.,,,C3
Poa,sp.,,,C3
Podalyria,sp.,,,C3
Poincianella,sp.,,,C3
Poiretia,sp.,,,C3
Polygala,sp.,,,C3
Polygala,sp.,,,C3
Polygala,sp.,,,C3
Polylepis,sp.,,,C3
Polyosma,sp.,,,C3
Polypodium,sp.,,,C3
Polyscias,sp.,,,C3
Polystichum,sp.,,,C3
Pomaderris,sp.,,,C3
Pomaderris,sp.,,,C3
Pongamia,sp.,,,C3
Populus,sp.,,,C3
Populus,sp.,,,C3
Populus,sp.,,,C3
Populus,sp.,,,C3
Populus,sp.,,,C3
Populus,sp.,,,C3
Populus,sp.,,,C3
Populus,sp.,,,C3
Populus,sp.,,,C3
Populus,sp.,,,C3
Poraqueiba,sp.,,,C3
Potentilla,sp.,,,C3
Potentilla,sp.,,,C3
Potentilla,sp.,,,C3
Potentilla,sp.,,,C3
Potentilla,sp.,,,C3
Potentilla,sp.,,,C3
Pothos,sp.,,,C3
Poulsenia,sp.,,,C3
Poupartia,sp.,,,C3
Pourouma,sp.,,,C3
Pouteria,sp.,,,C3
Pouteria,sp.,,,C3
Pouteria,sp.,,,C3
Pouzolzia,sp.,,,C3
Prainea,sp.,,,C3
Premna,sp.,,,C3
Preonanthus,sp.,,,C3
Prestoea,sp.,,,C3
Primula,sp.,,,C3
Prioria,sp.,,,C3
Pritchardia,sp.,,,C3
Procris,sp.,,,C3
Prosopis,sp.,,,C3
Prosthechea,sp.,,,C3
Protasparagus,sp.,,,C3
Protea,sp.,,,C3
Protium,sp.,,,C3
Protium,sp.,,,C3
Protium,sp.,,,C3
Protium,sp.,,,C3
Protium,sp.,,,C3
Protium,sp.,,,C3
Protium,sp.,,,C3
Protium,sp.,,,C3
Protium,sp.,,,C3
Protium,sp.,,,C3
Protium,sp.,,,C3
Protium,sp.,,,C3
Protium,sp.,,,C3
Protium,sp.,,,C3
Protium,sp.,,,C3
Protium,sp.,,,C3
Protium,sp.,,,C3
Protium,sp.,,,C3
Protium,sp.,,,C3
Protorhus,sp.,,,C3
Prunus,sp.,,,C3
Prunus,sp.,,,C3
Prunus,sp.,,,C3
Psammisia,sp.,,,C3
Pseudarthria,sp.,,,C3
Pseudocorchorus,sp.,,,C3
Pseudolmedia,sp.,,,C3
Pseudom,sp.,,,C3
Pseudom,sp.,,,C3
Pseudopanax,sp.,,,C3
Pseudosmodingium,sp.,,,C3
Pseudotsuga,sp.,,,C3
Psidium,sp.,,,C3
Psoralea,sp.,,,C3
Psoralea,sp.,,,C3
Psoralea,sp.,,,C3
Psoralea,sp.,,,C3
Psoralea,sp.,,,C3
Psoralea,sp.,,,C3
Psoralea,sp.,,,C3
Psychotria,sp.,,,C3
Psychotria,sp.,,,C3
Psychotria,sp.,,,C3
Psychotria,sp.,,,C3
Psydrax,sp.,,,C3
Ptelea,sp.,,,C3
Pteridium,sp.,,,C3
Pteris,sp.,,,C3
Pterocarpus,sp.,,,C3
Pterocarpus,sp.,,,C3
Pterocarya,sp.,,,C3
Pterostylis,sp.,,,C3
Pterostylis,sp.,,,C3
Pterostylis,sp.,,,C3
Pterostylis,sp.,,,C3
Pubescent_rosette_1,sp.,,,C3
Pueraria,sp.,,,C3
Pultenaea,sp.,,,C3
Punica,sp.,,,C3
Pycnarrhena,sp.,,,C3
Pyracantha,sp.,,,C3
Pyrrhosia,sp.,,,C3
Pyrrosia,sp.,,,C3
Pyrus,sp.,,,C3
Pyrus,sp.,,,C3
Qualea,sp.,,,C3
Qualea,sp.,,,C3
Quararibea,sp.,,,C3
Quassia,sp.,,,C3
Quercus,sp.,,,C3
Quercus,sp.,,,C3
Quercus,sp.,,,C3
Quercus,sp.,,,C3
Quercus,sp.,,,C3
Randia,sp.,,,C3
Ranunculus,sp.,,,C3
Ranunculus,sp.,,,C3
Raphia,sp.,,,C3
Raphidophora,sp.,,,C3
Rhabdodendron,sp.,,,C3
Rhamnus,sp.,,,C3
Rhamnus,sp.,,,C3
Rhamnus,sp.,,,C3
Rhamnus,sp.,,,C3
Rhaphidophora,sp.,,,C3
Rhaphiolepis,sp.,,,C3
Rheedia,sp.,,,C3
Rheedia,sp.,,,C3
Rheedia,sp.,,,C3
Rheedia,sp.,,,C3
Rhodamnia,sp.,,,C3
Rhododendron,sp.,,,C3
Rhododendron,sp.,,,C3
Rhododendron,sp.,,,C3
Rhododendron,sp.,,,C3
Rhododendron,sp.,,,C3
Rhododendron,sp.,,,C3
Rhodomyrtus,sp.,,,C3
Rhodosphaera,sp.,,,C3
Rhodothamnus,sp.,,,C3
Rhus,sp.,,,C3
Rhus,sp.,,,C3
Rhynchosia,sp.,,,C3
Ribes,sp.,,,C3
Ricinocarpus,sp.,,,C3
Ricinocarpus,sp.,,,C3
Riedelia,sp.,,,C3
Riedeliella,sp.,,,C3
Rinorea,sp.,,,C3
Rinorea,sp.,,,C3
Rinorea,sp.,,,C3
Rinoreocarpus,sp.,,,C3
Ripasia,sp.,,,C3
Robinia,sp.,,,C3
Romulea,sp.,,,C3
Rosa,sp.,,,C3
Rosa,sp.,,,C3
Rosa,sp.,,,C3
Rosa,sp.,,,C3
Rosa,sp.,,,C3
Rosa,sp.,,,C3
Roupala,sp.,,,C3
Rubia,sp.,,,C3
Rubia,sp.,,,C3
Rubus,sp.,,,C3
Rubus,sp.,,,C3
Rubus,sp.,,,C3
Rubus,sp.,,,C3
Rubus,sp.,,,C3
Rubus,sp.,,,C3
Rubus,sp.,,,C3
Rubus,sp.,,,C3
Rumex,sp.,,,C3
Ruprechtia,sp.,,,C3
Ruprechtia,sp.,,,C3
Ruprechtia,sp.,,,C3
Ruptiliocarpon,sp.,,,C3
Ruscus,sp.,,,C3
Ruta,sp.,,,C3
Ryparosa,sp.,,,C3
Sabal,sp.,,,C3
Sacoglottis,sp.,,,C3
Sacoglottis,sp.,,,C3
Sacoglottis,sp.,,,C3
Salacca,sp.,,,C3
Salis,sp.,,,C3
Salix,sp.,,,C3
Salix,sp.,,,C3
Salix,sp.,,,C3
Salix,sp.,,,C3
Samaúma,sp.,,,C3
Sambucus,sp.,,,C3
Sambucus,sp.,,,C3
Sambucus,sp.,,,C3
Sansevieria,sp.,,,C3
Santiria,sp.,,,C3
Sapium,sp.,,,C3
Sapium,sp.,,,C3
Sapium,sp.,,,C3
Sarcomelicope,sp.,,,C3
Sarcotheca,sp.,,,C3
Satyria,sp.,,,C3
Saurauia,sp.,,,C3
Sauropus,sp.,,,C3
Sauropus,sp.,,,C3
Sauropus,sp.,,,C3
Saxifraga,sp.,,,C3
Saxifraga,sp.,,,C3
Saxifraga,sp.,,,C3
Scabiosa,sp.,,,C3
Scheelea,sp.,,,C3
Schefflera,sp.,,,C3
Schefflera,sp.,,,C3
Schefflera,sp.,,,C3
Scheffleropsis,sp.,,,C3
Scheuchzeria,sp.,,,C3
Scheuchzeria,sp.,,,C3
Scheuchzeria,sp.,,,C3
Schinopsis,sp.,,,C3
Schinus,sp.,,,C3
Schisandra,sp.,,,C3
Schismatoglottis,sp.,,,C3
Schizaea,sp.,,,C3
Schizanthus,sp.,,,C3
Schizolobium,sp.,,,C3
Schizomeria,sp.,,,C3
Schoutenia,sp.,,,C3
Schrebera,sp.,,,C3
Scindapsus,sp.,,,C3
Scirpus,sp.,,,C3
Scirpus,sp.,,,C3
Scleria,sp.,,,C3
Scleria,sp.,,,C3
Scleria,sp.,,,C3
Sclerobium,sp.,,,C3
Sclerocarya,sp.,,,C3
Sclerolobium,sp.,,,C3
Sclerolobium,sp.,,,C3
Sclerolobium,sp.,,,C3
Sclerolobium,sp.,,,C3
Sclerolobium,sp.,,,C3
Scleronema,sp.,,,C3
Scutinanthe,sp.,,,C3
Securidaca,sp.,,,C3
Selaginella,sp.,,,C3
Selaginella,sp.,,,C3
Semecarpus,sp.,,,C3
Senecio,sp.,,,C3
Senecio,sp.,,,C3
Senecio,sp.,,,C3
Senecio,sp.,,,C3
Senegalia,sp.,,,C3
Senna,sp.,,,C3
Senna,sp.,,,C3
Senna,sp.,,,C3
Sequoiadendron,sp.,,,C3
Serenoa,sp.,,,C3
Serianthes,sp.,,,C3
Serra,sp.,,,C3
Serruria,sp.,,,C3
Serruria,sp.,,,C3
Serruria,sp.,,,C3
Sesamoides,sp.,,,C3
Sesbania,sp.,,,C3
Shepherdia,sp.,,,C3
Shorea,sp.,,,C3
Sibiraea,sp.,,,C3
Sida,sp.,,,C3
Sida,sp.,,,C3
Sideroxylon,sp.,,,C3
Silene,sp.,,,C3
Simaba,sp.,,,C3
Sindora,sp.,,,C3
Sindoropsis,sp.,,,C3
Sinoga,sp.,,,C3
Sipraea,sp.,,,C3
Sisyrinchium,sp.,,,C3
Sloanea,sp.,,,C3
Sloanea,sp.,,,C3
Sloanea,sp.,,,C3
Smilacina,sp.,,,C3
Smilax,sp.,,,C3
Smilax,sp.,,,C3
Socratea,sp.,,,C3
Solanum,sp.,,,C3
Solanum,sp.,,,C3
Solanum,sp.,,,C3
Solanum,sp.,,,C3
Soldanella,sp.,,,C3
Sonneratia,sp.,,,C3
Sophora,sp.,,,C3
Sorbaria,sp.,,,C3
Sorbus,sp.,,,C3
Sorbus,sp.,,,C3
Sorbus,sp.,,,C3
Sorbus,sp.,,,C3
Sorindeia,sp.,,,C3
Sorocea,sp.,,,C3
Soulamea,sp.,,,C3
Sowerbaea,sp.,,,C3
Spaerantia,sp.,,,C3
Spartea,sp.,,,C3
Spartium,sp.,,,C3
Spathiphyllum,sp.,,,C3
Spatholobus,sp.,,,C3
Sphaerostephanos,sp.,,,C3
Sphagnum,sp.,,,C3
Sphagnum,sp.,,,C3
Sphagnum,sp.,,,C3
Sphyrospermum,sp.,,,C3
Spiraea,sp.,,,C3
Spondias,sp.,,,C3
Stachytarpheta,sp.,,,C3
Stellaria,sp.,,,C3
Stemmadenia,sp.,,,C3
Stemmadenia,sp.,,,C3
Stemmadenia,sp.,,,C3
Stemmadenia,sp.,,,C3
Stenochlaena,sp.,,,C3
Stephania,sp.,,,C3
Sterculia,sp.,,,C3
Sterculia,sp.,,,C3
Sterculia,sp.,,,C3
Stereospermum,sp.,,,C3
Stipa,sp.,,,C3
Stipa,sp.,,,C3
Stipa,sp.,,,C3
Stipa,sp.,,,C3
Stipa,sp.,,,C3
Stipa,sp.,,,C3
Stipa,sp.,,,C3
Stipa,sp.,,,C3
Stipa,sp.,,,C3
Stipa,sp.,,,C3
Storckiella,sp.,,,C3
Streblus,sp.,,,C3
Streptopus,sp.,,,C3
Strobus,sp.,,,C3
Strombosia,sp.,,,C3
Stryphnodendron,sp.,,,C3
Stryphnodendron,sp.,,,C3
Stryphnodendron,sp.,,,C3
Stylidium,sp.,,,C3
Stylidium,sp.,,,C3
Stylidium,sp.,,,C3
Stylidium,sp.,,,C3
Stylochaeton,sp.,,,C3
Stylosanthes,sp.,,,C3
Sumac,sp.,,,C3
Sutherlandia,sp.,,,C3
Swartzia,sp.,,,C3
Swartzia,sp.,,,C3
Swartzia,sp.,,,C3
Swartzia,sp.,,,C3
Swintonia,sp.,,,C3
Syagrus,sp.,,,C3
Symphonia,sp.,,,C3
Symphonia,sp.,,,C3
Symphonia,sp.,,,C3
Symphorema,sp.,,,C3
Symphoricarpos,sp.,,,C3
Symplocos,sp.,,,C3
Syncarpia,sp.,,,C3
Syngonium,sp.,,,C3
Syringa,sp.,,,C3
Syzygium,sp.,,,C3
Syzygium,sp.,,,C3
Syzygium,sp.,,,C3
Syzygium,sp.,,,C3
Syzygium,sp.,,,C3
Syzygium,sp.,,,C3
Syzygium,sp.,,,C3
Syzygium,sp.,,,C3
Syzygium,sp.,,,C3
Syzygium,sp.,,,C3
Tabebuia,sp.,,,C3
Tachigali,sp.,,,C3
Tachigali,sp.,,,C3
Tachigali,sp.,,,C3
Tachigali,sp.,,,C3
Tachigalia,sp.,,,C3
Taenopteris,sp.,,,C3
Talauma,sp.,,,C3
Tamarindus,sp.,,,C3
Tamarix,sp.,,,C3
Tamarix,sp.,,,C3
Tamarix,sp.,,,C3
Tamarix,sp.,,,C3
Tamarix,sp.,,,C3
Tanaecium,sp.,,,C3
Tapirira,sp.,,,C3
Taraxacum,sp.,,,C3
Taraxacum,sp.,,,C3
Taraxacum,sp.,,,C3
Taxodium,sp.,,,C3
Taxodium,sp.,,,C3
Tecrium,sp.,,,C3
Tecrium,sp.,,,C3
Tectaria,sp.,,,C3
Teijsmanniodendron,sp.,,,C3
Teline,sp.,,,C3
Tephrosia,sp.,,,C3
Tepualia,sp.,,,C3
Teramnus,sp.,,,C3
Terminalia,sp.,,,C3
Tessmannia,sp.,,,C3
Tetraberlinia,sp.,,,C3
Tetragastris,sp.,,,C3
Tetragastris,sp.,,,C3
Tetrapterys,sp.,,,C3
Tetrapterys,sp.,,,C3
Tetrapterys,sp.,,,C3
Tetrapterys,sp.,,,C3
Tetrapterys,sp.,,,C3
Tetrapterys,sp.,,,C3
Thaleropia,sp.,,,C3
Thalictrum,sp.,,,C3
Thamnosma,sp.,,,C3
Thecanthes,sp.,,,C3
Thecanthes,sp.,,,C3
Thecanthes,sp.,,,C3
Thelypteris,sp.,,,C3
Thelypteris,sp.,,,C3
Thelypteris,sp.,,,C3
Thespesia,sp.,,,C3
Thespesia,sp.,,,C3
Thespesia,sp.,,,C3
Thrinax,sp.,,,C3
Thymelaea,sp.,,,C3
Thyrsodium,sp.,,,C3
Thysanotus,sp.,,,C3
Tieghemopanax,sp.,,,C3
Tilia,sp.,,,C3
Tilia,sp.,,,C3
Tilia,sp.,,,C3
Tilia,sp.,,,C3
Tilia,sp.,,,C3
Tilia,sp.,,,C3
Tilia,sp.,,,C3
Tilia,sp.,,,C3
Tilia,sp.,,,C3
Tilia,sp.,,,C3
Tilia,sp.,,,C3
Tilia,sp.,,,C3
Tilia,sp.,,,C3
Tilia,sp.,,,C3
Tilia,sp.,,,C3
Tilia,sp.,,,C3
Timmia,sp.,,,C3
Tinospora,sp.,,,C3
Tmesipteris,sp.,,,C3
Tococa,sp.,,,C3
Tococa,sp.,,,C3
Tococa,sp.,,,C3
Tovomita,sp.,,,C3
Tovomita,sp.,,,C3
Tovomita,sp.,,,C3
Tovomita,sp.,,,C3
Toxicodendron,sp.,,,C3
Trachyandra,sp.,,,C3
Trachyandra,sp.,,,C3
Trachyandra,sp.,,,C3
Trachymene,sp.,,,C3
Trattinnickia,sp.,,,C3
Treculia,sp.,,,C3
Trema,sp.,,,C3
Trichilia,sp.,,,C3
Trichilia,sp.,,,C3
Trichilia,sp.,,,C3
Trichodiadema,sp.,,,C3
Trichodiadema,sp.,,,C3
Trichodiadema,sp.,,,C3
Trichoscypha,sp.,,,C3
Trichospermum,sp.,,,C3
Tridimeris,sp.,,,C3
Trifolium,sp.,,,C3
Trifolium,sp.,,,C3
Trigonella,sp.,,,C3
Trigonostemon,sp.,,,C3
Trilepisium,sp.,,,C3
Trillium,sp.,,,C3
Triomma,sp.,,,C3
Tristania,sp.,,,C3
Tristaniopsis,sp.,,,C3
Triticale,sp.,,,C3
Triumfetta,sp.,,,C3
Trophis,sp.,,,C3
Trymatococcus,sp.,,,C3
Tsoongiodendron,sp.,,,C3
Tulbaghia,sp.,,,C3
Tulipa,sp.,,,C3
Tupidanthus,sp.,,,C3
Turrillia,sp.,,,C3
Typha,sp.,,,C3
Typha,sp.,,,C3
Ulex,sp.,,,C3
Ulmus,sp.,,,C3
Ulmus,sp.,,,C3
Uraria,sp.,,,C3
Uraria,sp.,,,C3
Uraria,sp.,,,C3
Urena,sp.,,,C3
Urera,sp.,,,C3
Urginea,sp.,,,C3
Ursinia,sp.,,,C3
Ursinia,sp.,,,C3
Ursinia,sp.,,,C3
Urtica,sp.,,,C3
Vaccinium,sp.,,,C3
Vaccinium,sp.,,,C3
Vantanea,sp.,,,C3
Vantanea,sp.,,,C3
Vantanea,sp.,,,C3
Vasivaea,sp.,,,C3
Vatairea,sp.,,,C3
Vatica,sp.,,,C3
Veitchia,sp.,,,C3
Ventilago,sp.,,,C3
Verbena,sp.,,,C3
Vernicia,sp.,,,C3
Viburnum,sp.,,,C3
Viburnum,sp.,,,C3
Viburnum,sp.,,,C3
Viburnum,sp.,,,C3
Vicia,sp.,,,C3
Victoria,sp.,,,C3
Vigna,sp.,,,C3
Vigna,sp.,,,C3
Viola,sp.,,,C3
Viola,sp.,,,C3
Viola,sp.,,,C3
Viola,sp.,,,C3
Viola,sp.,,,C3
Viola,sp.,,,C3
Viola,sp.,,,C3
Viola,sp.,,,C3
Viola,sp.,,,C3
Virola,sp.,,,C3
Vismia,sp.,,,C3
Vismia,sp.,,,C3
Vismia,sp.,,,C3
Vismia,sp.,,,C3
Vismia,sp.,,,C3
Vitex,sp.,,,C3
Viticipremna,sp.,,,C3
Vittaria,sp.,,,C3
Vochysia,sp.,,,C3
Vochysia,sp.,,,C3
Wahlenbergia,sp.,,,C3
Waltheria,sp.,,,C3
Waltheria,sp.,,,C3
Waltheria,sp.,,,C3
Watsonia,sp.,,,C3
Weigela,sp.,,,C3
Weinmannia,sp.,,,C3
Wendlandiella,sp.,,,C3
Wigandia,sp.,,,C3
Wikstroemia,sp.,,,C3
Wilkstroemia,sp.,,,C3
Wisteria,sp.,,,C3
Woodwardia,sp.,,,C3
Xanthomyrtus,sp.,,,C3
Xanthophyllum,sp.,,,C3
Xanthorrhoea,sp.,,,C3
Xanthorrhoea,sp.,,,C3
Xanthosia,sp.,,,C3
Xanthosoma,sp.,,,C3
Xanthostemon,sp.,,,C3
Xanthoxylum,sp.,,,C3
Xylopia,sp.,,,C3
Xylopia,sp.,,,C3
Xylopia,sp.,,,C3
Zanthoxylum,sp.,,,C3
Zelkova,sp.,,,C3
Zingiber,sp.,,,C3
Zingiber,sp.,,,C3
Ziziphus,sp.,,,C3
Zizyphus,sp.,,,C3
Zornia,sp.,,,C3
Zornia,sp.,,,C3
Zornia,sp.,,,C3
Zornia,sp.,,,C3
Zornia,sp.,,,C3
Zornia,sp.,,,C3
Zornia,sp.,,,C3
Zornia,sp.,,,C3
Zornia,sp.,,,C3
Zornia,sp.,,,C3
Zornia,sp.,,,C3
Zornia,sp.,,,C3
Zornia,sp.,,,C3
Zornia,sp.,,,C3
Zornia,sp.,,,C3
Zornia,sp.,,,C3
Zornia,sp.,,,C3
Zornia,sp.,,,C3
Zornia,sp.,,,C3
Zornia,sp.,,,C3
Zornia,sp.,,,C3
Zornia,sp.,,,C3
Zornia,sp.,,,C3
Zornia,sp.,,,C3
Zornia,sp.,,,C3
Zornia,sp.,,,C3
Zornia,sp.,,,C3
Zornia,sp.,,,C3
Zornia,sp.,,,C3
Zornia,sp.,,,C3
Zornia,sp.,,,C3
Zornia,sp.,,,C3
Zornia,sp.,,,C3
Zornia,sp.,,,C3
Zornia,sp.,,,C3
Zornia,sp.,,,C3
Zornia,sp.,,,C3
Zornia,sp.,,,C3
Zornia,sp.,,,C3
Zornia,sp.,,,C3
Zornia,sp.,,,C3
Zornia,sp.,,,C3
Zornia,sp.,,,C3
Zornia,sp.,,,C3
Zornia,sp.,,,C3
Zornia,sp.,,,C3
Zornia,sp.,,,C3
Zornia,sp.,,,C3
Zornia,sp.,,,C3
Zornia,sp.,,,C3
Zornia,sp.,,,C3
Zornia,sp.,,,C3
Zornia,sp.,,,C3
Zornia,sp.,,,C3
Zornia,sp.,,,C3
Zornia,sp.,,,C3
Zornia,sp.,,,C3
Zornia,sp.,,,C3
Zornia,sp.,,,C3
Zornia,sp.,,,C3
Zornia,sp.,,,C3
Zornia,sp.,,,C3
Zornia,sp.,,,C3
Zornia,sp.,,,C3
Zornia,sp.,,,C3
Zornia,sp.,,,C3
Zornia,sp.,,,C3
Zornia,sp.,,,C3
Zornia,sp.,,,C3
Zornia,sp.,,,C3
Zornia,sp.,,,C3
Zornia,sp.,,,C3
Zornia,sp.,,,C3
Zornia,sp.,,,C3
Zornia,sp.,,,C3
Zornia,sp.,,,C3
Zornia,sp.,,,C3
Zornia,sp.,,,C3
Zornia,sp.,,,C3
Zornia,sp.,,,C3
Zornia,sp.,,,C3
Zornia,sp.,,,C3
Zornia,sp.,,,C3
Zornia,sp.,,,C3
Zornia,sp.,,,C3
Zornia,sp.,,,C3
Zygia,sp.,,,C3
Zygia,sp.,,,C3
Zygia,sp.,,,C3
Limonium,sp.1,,,C3
Mentha,sp.1,,,C3
Limonium,sp.2,,,C3
Mentha,sp.2,,,C3
Betula,sp2,,,C3
Carex,sp2,,,C3
Combretum,sp2,,,C3
Cordia,sp2,,,C3
Desmodium,sp2,,,C3
Equisetum,sp2,,,C3
Eremophila,sp2,,,C3
Eremophila,sp2,,,C3
Euphorbia,sp2,,,C3
Fraxinus,sp2,,,C3
Lecythis,sp2,,,C3
Malus,sp2,,,C3
Memora,sp2,,,C3
Micropholis,sp2,,,C3
Ocotea,sp2,,,C3
Ocotea,sp2,,,C3
Poa,sp2,,,C3
Protium,sp2,,,C3
Protium,sp2,,,C3
Protium,sp2,,,C3
Prunus,sp2,,,C3
Psychotria,sp2,,,C3
Pubescent_rosette_2,sp2,,,C3
Quercus,sp2,,,C3
Rhododendron,sp2,,,C3
Rubus,sp2,,,C3
Salix,sp2,,,C3
Sloanea,sp2,,,C3
Syzygium,sp2,,,C3
Syzygium,sp2,,,C3
Taraxacum,sp2,,,C3
Viola,sp2,,,C3
Vismia,sp2,,,C3
Betula,sp3,,,C3
Carex,sp3,,,C3
Ocotea,sp3,,,C3
Protium,sp3,,,C3
Protium,sp3,,,C3
Protium,sp3,,,C3
Quercus,sp3,,,C3
Salix,sp3,,,C3
Ocotea,sp4,,,C3
Salix,sp4,,,C3
Ocotea,sp5,,,C3
Genista,spachiana,,,C3
Trifolium,spadiceum,,,C3
Trifolium,spadiceum,,,C3
Trifolium,spadiceum,,,C3
Trifolium,spadiceum,,,C3
Trifolium,spadiceum,,,C3
Potamogeton,sparganiifolius,,,C3
Beaufortia,sparsa,,,C3
Aeschynomene,sparsiflora,,,C3
Myosotis,sparsiflora,,,C3
Myosotis,sparsiflora,,,C3
Myosotis,sparsiflora,,,C3
Solidago,sparsiflora,,,C3
Solidago,sparsiflora,,,C3
Thalictrum,sparsiflorum,,,C3
Lupinus,sparsiflorus,,,C3
Alhagi,sparsifolia,,,C3
Alhagi,sparsifolia,,,C3
Crotalaria,sparsifolia,,,C3
Eucalyptus,sparsifolia,,,C3
Adenostoma,sparsifolium,,,C3
Adenostoma,sparsifolium,,,C3
Hieracium,sparsifolium,,,C3
Hieracium,sparsifolium,,,C3
Hieracium,sparsifolium,,,C3
Hieracium,sparsifolium,,,C3
HIERACIUM,SPARSIFOLIUM,,,C3
Licania,sparsipilis,,,C3
Solanum,sparsipilum,,,C3
Hieracium,sparsiramum,,,C3
Drynaria,sparsisora,,,C3
Crotalaria,spartea,,,C3
Linaria,spartea,,,C3
Linaria,spartea,,,C3
Stipa,spartea,,,C3
Stipa,spartea,,,C3
Stipa,spartea,,,C3
Stipa,spartea,,,C3
Stipa,spartea,,,C3
Stipa,spartea,,,C3
Exocarpos,sparteus,,,C3
Exocarpos,sparteus,,,C3
Exocarpos,sparteus,,,C3
Exocarpos,sparteus,,,C3
Exocarpos,sparteus,,,C3
Schoenus,sparteus,,,C3
Schoenus,sparteus,,,C3
Crotalaria,spartioides,,,C3
Genista,spartioides,,,C3
Helinus,spartioides,,,C3
Lygeum,spartum,,,C3
Reedia,spath~ea,,,C3
Dolichandrone,spathacea,,,C3
Gagea,spathacea,,,C3
Reedia,spathacea,,,C3
Pentagonia,spathicalyx,,,C3
Garnieria,spathulaefolia,,,C3
Saxifraga,spathularis,,,C3
Saxifraga,spathularis,,,C3
Saxifraga,spathularis,,,C3
Saxifraga,spathularis,,,C3
SAXIFRAGA,SPATHULARIS,,,C3
Abelia,spathulata,,,C3
Acacia,spathulata,,,C3
Campanula,spathulata,,,C3
Cespedesia,spathulata,,,C3
Condalia,spathulata,,,C3
Cyanea,spathulata,,,C3
Drosera,spathulata,,,C3
Drosera,spathulata,,,C3
Eucalyptus,spathulata,,,C3
Eucalyptus,spathulata,,,C3
