genus,species,subspecies,variant,span
Iris,squalens,,,perennial
Senecio,squalidus,,,perennial
Lathraea,squamaria,,,perennial
Lathraea,squamaria,,,perennial
Helianthemum,squamatum,,,perennial
Helianthemum,squamatum,,,perennial
Aster,squamatus,,,biennial
Coronopus,squamatus,,,annual
Aster,squamatus,,,annual/biennial
Coronopus,squamatus,,,annual/biennial
Aster,squamatus,,,annual
Melaleuca,squamea,,,perennial
Calotis,squamigera,,,annual
Glycyrrhiza,squamulosa,,,perennial
Lappula,squarrosa,,,annual
Dicksonia,squarrosa,,,perennial
Dicksonia,squarrosa,,,perennial
Dicksonia,squarrosa,,,perennial
Dicksonia,squarrosa,,,perennial
Dicksonia,squarrosa,,,perennial
Dicksonia,squarrosa,,,perennial
Dicksonia,squarrosa,,,perennial
Dicksonia,squarrosa,,,perennial
Dicksonia,squarrosa,,,perennial
Cleistogenes,squarrosa,,,perennial
Lappula,squarrosa,,,annual/biennial
Saxifraga,squarrosa,,,perennial
Grindelia,squarrosa,,,biennial
Grindelia,squarrosa,,,biennial
Grindelia,squarrosa,,,biennial
Grindelia,squarrosa,,,biennial
Grindelia,squarrosa,,,biennial
Grindelia,squarrosa,,,biennial
Grindelia,squarrosa,,,biennial
Grindelia,squarrosa,,,biennial
Grindelia,squarrosa,,,biennial
Grindelia,squarrosa,,,biennial
Grindelia,squarrosa,,,biennial
Grindelia,squarrosa,,,biennial
Grindelia,squarrosa,,,biennial
Grindelia,squarrosa,,,biennial
Grindelia,squarrosa,,,biennial
Lappula,squarrosa,,,annual
Loeflingia,squarrosa,,,annual
Navarretia,squarrosa,,,annual
Agriophyllum,squarrosum,,,annual
Bromus,squarrosus,,,annual
Juncus,squarrosus,,,perennial
Bromus,squarrosus,,,annual
Bromus,squarrosus,,,annual
Juncus,squarrosus,,,perennial
Bromus,squarrosus,,,annual
Bromus,squarrosus,,,annual
Commicarpus,squarrosus,,,perennial
Bromus,squarrosus,,,annual
Liatris,squarrulosa,,,perennial
Eulophia,stachyodes,,,perennial
Alpinia,stachyodes,,,perennial
Phyllostegia,stachyoides,,,perennial
Teucrium,stachyophyllum,,,perennial
Callitriche,stagnalis,,,perennial
Callitriche,stagnalis,,,annual/perennial
Calandrinia,stagnensis,,,annual
Viola,stagnina,,,perennial
Salvia,staminea,,,perennial
Allium,stamineum,,,perennial
Chenopodium,standleyanum,,,annual
Amaranthus,standleyanus,,,annual
Perityle,stansburii,,,perennial
Salix,starkeana,,,perennial
Tolpis,staticifolia,,,perennial
Hieracium,staticifolium,,,perennial
Taraxacum,staturale,,,perennial
Scuticaria,steelii,,,perennial
Astragalus,stella,,,annual
Angraecum,stella-africae,,,perennial
Monopsis,stellarioides,,,annual
Saxifraga,stellaris,,,perennial
Saxifraga,stellaris,,,perennial
Brodiaea,stellaris,,,perennial
Cyclocarpa,stellaris,,,annual
Richardia,stellaris,,,perennial
Lomelosia,stellata,,,annual
Smilacina,stellata,,,perennial
Bupleurum,stellatum,,,perennial
Trifolium,stellatum,,,annual
Allium,stellatum,,,perennial
Rhagadiolus,stellatus,,,annual
Rhagadiolus,stellatus,,,annual
Artemisia,Stelleriana,,,perennial
Artemisia,Stelleriana,,,perennial
Linum,stelleroides,,,annual
Linum,stelleroides,,,annual
Onosma,stellulatum,,,biennial/perennial
Festuca,stenantha,,,perennial
Carex,stenocarpa,,,perennial
Sphenostylis,stenocarpa,,,perennial
Taraxacum,stenocentrum,,,perennial
Campanula,stenocodon,,,perennial
Centaurea,stenolepis,,,perennial
Corispermum,stenolepis,,,annual
Cyphostemma,stenolobum,,,perennial
Acacia,stenophylla,,,perennial
Carex,stenophylla,,,perennial
Sophora,stenophylla,,,perennial
Fadogia,stenophylla,,,perennial
Solidago,stenophylla,,,perennial
Eulophia,stenophylla,,,perennial
Salvia,stenophylla,,,perennial
Rumex,stenophyllus,,,perennial
Stenotus,stenophyllus,,,perennial
Hieracium,stenoplecum,,,perennial
Crotalaria,stenoptera,,,perennial
Nicolasia,stenoptera,,,perennial
Farsetia,stenoptera,,,annual/perennial
Habenaria,stenorhynchos,,,perennial
Taraxacum,stenoschistum,,,perennial
Hieracium,stenosoma,,,perennial
Crossandra,stenostachya,,,perennial
Erodium,stephanianum,,,annual
Filipendula,stepposa,,,perennial
Cissus,sterculifolia,,,perennial
Taraxacum,stereodes,,,perennial
Avena,sterilis,,,annual
Anisantha,sterilis,,,annual
Bromus,sterilis,,,annual
Potentilla,sterilis,,,perennial
Bromus,sterilis,,,annual
Bromus,sterilis,,,annual
Potentilla,sterilis,,,perennial
Avena,sterilis,,,annual
Bromus,sterilis,,,annual
Bromus,sterilis,,,annual
Anisantha,sterilis,,,annual
Dianthus,sternbergii,,,perennial
Galium,sterneri,,,perennial
Galium,sterneri,,,perennial
Crotalaria,steudneri,,,annual
Bonatea,steudneri,,,perennial
Euphorbia,stevenii,,,annual
Taraxacum,stevenii,,,perennial
Euphorbia,stevenii,,,perennial
Chaenactis,stevioides,,,annual
Hieracium,stewartii,,,perennial
Willemetia,stipitata,,,perennial
Atriplex,stipitata,,,perennial
Willemetia,stipitata,,,perennial
Lagenophora,stipitata,,,perennial
Willemetia,stipitata,,,perennial
Lagenifera,stipitata,,,perennial
Atriplex,stipitata,,,perennial
Leucochrysum,stipitatum,,,annual
Oncidium,stipitatum,,,perennial
Ehrharta,stipoides,,,perennial
Tragia,stipularis,,,perennial
Elegia,stipularis,,,perennial
Swainsona,stipularis,,,perennial
Astragalus,stipulatus,,,perennial
Centaurea,stoebe,,,biennial/perennial
Centaurea,stoebe,,,biennial
Centaurea,stoebe,,,perennial
Helichrysum,stoechas,,,perennial
Helichrysum,stoechas,,,perennial
Lavandula,stoechas,,,perennial
Helichrysum,stoechas,,,perennial
Drosanthemum,stokoei,,,perennial
Agrostis,stolonifera,,,perennial
Agrostis,stolonifera,,,perennial
Agrostis,stolonifera,,,perennial
Agrostis,stolonifera,,,perennial
Viola,stolonifera,,,perennial
Ipomoea,stolonifera,,,perennial
Agrostis,stolonifera,,,perennial
Agrostis,stolonifera,,,perennial
Agrostis,stolonifera,,,perennial
Agrostis,stolonifera,,,perennial
Agrostis,stolonifera,,,perennial
Agrostis,stolonifera,,,perennial
Sparganium,stoloniferum,,,perennial
Hieracium,stoloniflorum,,,perennial
Nervilia,stolziana,,,perennial
Desmodium,stolzii,,,perennial
Neobolusia,stolzii,,,perennial
Otiophora,stolzii,,,perennial
Angraecum,stolzii,,,perennial
Bulbophyllum,stolzii,,,perennial
Microcoelia,stolzii,,,perennial
Diaphananthe,stolzii,,,perennial
Crotalaria,stolzii,,,annual
Gentiana,straminea,,,perennial
Parsonsia,straminea,,,perennial
Alchemilla,straminea,,,perennial
Datura,stramonium,,,annual
Datura,stramonium,,,annual
Datura,stramonium,,,annual
Datura,stramonium,,,annual
Datura,stramonium,,,annual
Datura,stramonium,,,annual
Habenaria,strangulans,,,perennial
Lagenophora,strangulata,,,perennial
Lagenophora,strangulata,,,perennial
Lagenophora,strangulata,,,perennial
Lagenophora,strangulata,,,perennial
Eulophia,streptopetala,,,perennial
Crotalaria,streptorrhyncha,,,annual
Daphne,striata,,,perennial
Glyceria,striata,,,perennial
Grevillea,striata,,,perennial
Glyceria,striata,,,perennial
Galactia,striata,,,perennial
Willdenowia,striata,,,perennial
Kummerowia,striata,,,annual
Fritillaria,striata,,,perennial
Corallorhiza,striata,,,perennial
Corallorrhiza,striata,,,perennial
Pedicularis,striata,,,perennial
Aloe,striata,,,perennial
Trifolium,striatum,,,annual
Androcymbium,striatum,,,perennial
Linum,striatum,,,perennial
Cytisus,striatus,,,perennial
Hypodiscus,striatus,,,perennial
Astragalus,striatus,,,perennial
Nardus,stricta,,,perennial
Barbarea,stricta,,,biennial
Calamagrostis,stricta,,,perennial
Euphrasia,stricta,,,annual
Minuartia,stricta,,,perennial
Myosotis,stricta,,,annual
Nardus,stricta,,,perennial
Salicornia,stricta,,,annual
Corydalis,stricta,,,perennial
Oxalis,stricta,,,perennial
Rhodanthe,stricta,,,annual
Oxalis,stricta,,,perennial
Dampiera,stricta,,,perennial
Dampiera,stricta,,,perennial
Entolasia,stricta,,,perennial
Entolasia,stricta,,,perennial
Entolasia,stricta,,,perennial
Entolasia,stricta,,,perennial
Oxalis,stricta,,,perennial
Achillea,stricta,,,perennial
Barbarea,stricta,,,biennial/perennial
Euphorbia,stricta,,,annual/biennial
Euphrasia,stricta,,,annual
Myosotis,stricta,,,annual
Nardus,stricta,,,perennial
Euphrasia,stricta,,,annual
Myosotis,stricta,,,annual
Nardus,stricta,,,perennial
Oxalis,stricta,,,annual/perennial
Nardus,stricta,,,perennial
Achillea,stricta,,,perennial
Onixotis,stricta,,,perennial
Euphorbia,stricta,,,annual
Borreria,stricta,,,annual
Conyza,stricta,,,annual
Chamaecrista,stricta,,,annual/perennial
Knoxia,stricta,,,perennial
Lavandula,stricta,,,perennial
Cornus,stricta,,,perennial
Potamogeton,strictifolius,,,perennial
Plantago,strictissima,,,perennial
Sisymbrium,strictissimum,,,perennial
Linum,strictum,,,annual
Allium,strictum,,,perennial
Chenopodium,strictum,,,annual
Helipterum,strictum,,,annual
Chenopodium,strictum,,,annual
Trifolium,strictum,,,annual
Linum,strictum,,,annual
Allium,strictum,,,perennial
Arthropodium,strictum,,,perennial
Helipterum,strictum,,,annual
Linum,strictum,,,annual
Orthoceras,strictum,,,perennial
Eriogonum,strictum,,,perennial
Penstemon,strictus,,,perennial
Diptychocarpus,strictus,,,annual
Thalictrum,strigillosum,,,perennial
Carex,strigosa,,,perennial
Parapholis,strigosa,,,annual
Virga,strigosa,,,biennial/perennial
Avena,strigosa,,,annual
Campanula,strigosa,,,annual
Cleome,strigosa,,,annual
Alchemilla,strigosula,,,perennial
Erigeron,strigosus,,,perennial
Dipsacus,strigosus,,,biennial
Ranunculus,strigulosus,,,perennial
Dendrobium,striolatum,,,perennial
Boschniakia,strobilacea,,,perennial
Aframomum,strobilaceum,,,perennial
Dimerocostus,strobilaceus,,,perennial
Elsholtzia,strobilifera,,,annual
Pinus,strobus,,,perennial
Pinus,strobus,,,perennial
Xanthium,strumarium,,,annual
Xanthium,strumarium,,,annual
Xanthium,strumarium,,,annual
Nemesia,strumosa,,,annual
Matteuccia,struthiopteris,,,perennial
Matteuccia,struthiopteris,,,perennial
Matteuccia,struthiopteris,,,perennial
Rhodanthe,stuartiana,,,annual
Brachyscome,stuartii,,,perennial
Polycalymma,stuartii,,,annual
Myriocephalus,stuartii,,,annual
Poa,stuckertii,,,perennial
Pseudabutilon,stuckertii,,,perennial
Entada,stuhlmannii,,,perennial
Pycnostachys,stuhlmannii,,,perennial
Polystachya,stuhlmannii,,,perennial
Eremophila,sturtii,,,perennial
Atriplex,sturtii,,,annual
Utricularia,stygia,,,perennial
Juncus,stygius,,,perennial
Habenaria,stylites,,,perennial
Rosa,stylosa,,,perennial
Rorippa,stylosa,,,perennial
Rosa,stylosa,,,perennial
Cymbidium,suave,,,perennial
Allium,suaveolens,,,perennial
Cuscuta,suaveolens,,,annual
Mentha,suaveolens,,,perennial
Allium,suaveolens,,,perennial
Mentha,suaveolens,,,perennial
Mentha,suaveolens,,,perennial
Chamomilla,suaveolens,,,annual
Allium,suaveolens,,,perennial
Waitzia,suaveolens,,,annual
Mentha,suaveolens,,,perennial
Polystachya,suaveolens,,,perennial
Lyperanthus,suaveolens,,,perennial
Sobralia,suaveolens,,,perennial
Cuscuta,suaveolens,,,annual
Acacia,suaveolens,,,perennial
Viola,suavis,,,perennial
Gaillardia,suavis,,,perennial
Trigonella,suavissima,,,annual
Berardia,subacaulis,,,perennial
Aeollanthus,subacaulis,,,perennial
Habenaria,subaequalis,,,perennial
Taraxacum,subalpinum,,,perennial
Senecio,subalpinus,,,perennial
Habenaria,subarmata,,,perennial
Taraxacum,subarmatum,,,perennial
Notothixos,subaureus,,,perennial
Hieracium,subbritannicum,,,perennial
Taraxacum,subcanescens,,,perennial
Rosa,subcanina,,,perennial
Rosa,subcanina,,,perennial
Crotalaria,subcapitata,,,annual
Euryops,subcarnosus,,,perennial
Cyphostemma,subciliatum,,,perennial
Rosa,subcollina,,,perennial
Rosa,subcollina,,,perennial
Sorbus,subcordata,,,perennial
Taraxacum,subcyanolepis,,,perennial
Taraxacum,subdahlstedtii,,,perennial
Tephroseris,subdentata,,,perennial
Taraxacum,subdissimile,,,perennial
Taraxacum,subditivum,,,perennial
Taraxacum,subdolum,,,perennial
Quercus,suber,,,perennial
Taraxacum,subericinum,,,perennial
Lysiana,subfalcata,,,perennial
Centema,subfusca,,,perennial
Hieracium,subg,,,perennial
Taraxacum,subgentiliforme,,,perennial
Coccinia,subglabra,,,perennial
Leucanthemum,subglaucum,,,perennial
Taraxacum,subhamatum,,,perennial
Taraxacum,subhuelphersianum,,,perennial
Salvia,subincisa,,,annual
Hieracium,sublactucaceum,,,perennial
Taraxacum,sublaeticolor,,,perennial
Hieracium,sublepistoides,,,perennial
Taraxacum,subleucopodum,,,perennial
Rhynchosia,sublobata,,,perennial
Rotala,submersa,,,annual
Ceratophyllum,submersum,,,perennial
Ceratophyllum,submersum,,,perennial
Taraxacum,submucronatum,,,perennial
Hieracium,submutabile,,,perennial
Juncus,subnodulosus,,,perennial
Juncus,subnodulosus,,,perennial
Juncus,subnodulosus,,,perennial
Plantago,subnuda,,,perennial
Taraxacum,subpraticola,,,perennial
Hieracium,subramosum,,,perennial
Eriogonum,subreniforme,,,annual
Hieracium,subrigidum,,,perennial
Ligularia,subsagittata,,,perennial
Eulophia,subsaprophytica,,,perennial
Taraxacum,subsaxenii,,,perennial
Bellis,subserrata,,,perennial
Taraxacum,subserratifrons,,,perennial
Diaphananthe,subsimplex,,,perennial
Crotalaria,subspicata,,,annual
Aster,subspicatus,,,perennial
Cirsium,subspinuligerum,,,biennial/perennial
Hieracium,substoloniflorum,,,perennial
Trifolium,subterraneum,,,annual
Trifolium,subterraneum,,,annual
Trifolium,subterraneum,,,annual
Trifolium,subterraneum,,,annual
Coleanthus,subtilis,,,annual
Crotalaria,subtilis,,,annual
Cerastium,subtriflorum,,,biennial/perennial
Sagina,subulata,,,perennial
Cryptostylis,subulata,,,annual
Sagina,subulata,,,perennial
Plantago,subulata,,,perennial
Cryptostylis,subulata,,,perennial
Berkheya,subulata,,,perennial
Boisduvalia,subulata,,,annual
Amomum,subulatum,,,perennial
Polystachya,subumbellata,,,perennial
Taraxacum,subundulatum,,,perennial
Kohautia,subverticillata,,,perennial
Ischyrolepis,subverticillata,,,perennial
Scorpiurus,subvillosus,,,annual
Potentilla,subviscosa,,,perennial
Spermacoce,subvulgata,,,annual/perennial
Taraxacum,subxanthostigma,,,perennial
Panicum,subxerophilum,,,perennial
Lupinus,succulentus,,,annual
Cystopteris,sudetica,,,perennial
Luzula,sudetica,,,perennial
Cystopteris,sudetica,,,perennial
Luzula,sudetica,,,perennial
Cornus,suecica,,,perennial
Arabidopsis,suecica,,,annual/biennial
Cornus,suecica,,,perennial
Cornus,suecica,,,perennial
Silene,suecica,,,perennial
Cornus,suecica,,,perennial
Chenopodium,suecicum,,,annual
Galium,suecicum,,,perennial
Taraxacum,suecicum,,,perennial
Crepis,suffreniana,,,annual
Chaenactis,suffrutescens,,,perennial
Cleome,suffruticosa,,,annual
Linum,suffruticosum,,,perennial
Linum,suffruticosum,,,perennial
Oncosiphon,suffruticosum,,,annual
Linum,suffruticosum,,,perennial
Polygonum,suffultum,,,perennial
Festuca,sulcata,,,perennial
Euphorbia,sulcata,,,annual
Euphorbia,sulcata,,,annual
Scorpiurus,sulcata,,,annual
Vittadinia,sulcata,,,annual
Phyllangium,sulcatum,,,annual
Linum,sulcatum,,,annual
Limeum,sulcatum,,,annual
Melilotus,sulcatus,,,annual
Taraxacum,sulger-buelii,,,perennial
Halocharis,sulphura,,,annual
Pulsatilla,sulphurea,,,perennial
Diuris,sulphurea,,,perennial
Opuntia,sulphurea,,,perennial
Hedysarum,sulphurescens,,,perennial
Hieracium,sulphureum,,,perennial
Cosmos,sulphureus,,,perennial
Lupinus,sulphureus,,,perennial
Schizochilus,sulphureus,,,perennial
Dioscorea,sumatrana,,,perennial
Conyza,sumatrensis,,,annual
Conyza,sumatrensis,,,annual
Conyza,sumatrensis,,,annual
Conyza,sumatrensis,,,annual
Taraxacum,sundbergii,,,perennial
Vernonia,sunzuensis,,,perennial
Leptopteris,superba,,,perennial
Todea,superba,,,perennial
Todea,superba,,,perennial
Todea,superba,,,perennial
Saussurea,superba,,,perennial
Govenia,superba,,,perennial
Lilium,superbum,,,perennial
Leucanthemum,superbum,,,perennial
Dianthus,superbus,,,perennial
Calochortus,superbus,,,perennial
Carex,supina,,,perennial
Poa,supina,,,perennial
Potentilla,supina,,,annual/biennial/perennial
Valeriana,supina,,,perennial
Carex,supina,,,perennial
Linaria,supina,,,perennial
Onobrychis,supina,,,perennial
Poa,supina,,,perennial
Potentilla,supina,,,annual/perennial
Valeriana,supina,,,perennial
Linaria,supina,,,annual
Onobrychis,supina,,,perennial
Omalotheca,supina,,,perennial
Onobrychis,supina,,,perennial
Gnaphalium,supinum,,,perennial
Sisymbrium,supinum,,,annual
Gnaphalium,supinum,,,perennial
Marrubium,supinum,,,perennial
Chamaecytisus,supinus,,,perennial
Schoenoplectus,supinus,,,annual
Habenaria,supplicans,,,perennial
Aloe,suprafoliata,,,perennial
Solanum,surattense,,,perennial
Hibiscus,surattensis,,,annual
Elettaria,surculosa,,,perennial
Forsythia,suspensa,,,perennial
Nemesia,suttonii,,,annual
Prasophyllum,suttonii,,,perennial
Aloe,suzannae,,,perennial
Liparis,swenssonii,,,perennial
Walafrida,swynnertonii,,,perennial
Aloe,swynnertonii,,,perennial
Pentanisia,sykesii,,,perennial
Acanthephippium,sylhetense,,,perennial
Fagus,sylvatica,,,perennial
Carex,sylvatica,,,perennial
Fagus,sylvatica,,,perennial
Luzula,sylvatica,,,perennial
Myosotis,sylvatica,,,perennial
Pedicularis,sylvatica,,,biennial/perennial
Stachys,sylvatica,,,perennial
Vicia,sylvatica,,,perennial
Luzula,sylvatica,,,perennial
Stachys,sylvatica,,,perennial
Carex,sylvatica,,,perennial
Luzula,sylvatica,,,perennial
Myosotis,sylvatica,,,biennial/perennial
Vicia,sylvatica,,,perennial
Carex,sylvatica,,,perennial
Myosotis,sylvatica,,,biennial
Omalotheca,sylvatica,,,perennial
Stachys,sylvatica,,,perennial
Dioscorea,sylvatica,,,perennial
Microseris,sylvatica,,,perennial
Stachys,sylvatica,,,perennial
Calanthe,sylvatica,,,perennial
Pedicularis,sylvatica,,,perennial
Fagus,sylvatica,,,perennial
Equisetum,sylvaticum,,,perennial
Melampyrum,sylvaticum,,,annual
Brachypodium,sylvaticum,,,perennial
Brachypodium,sylvaticum,,,perennial
Equisetum,sylvaticum,,,perennial
Galium,sylvaticum,,,perennial
Geranium,sylvaticum,,,perennial
Gnaphalium,sylvaticum,,,perennial
Melampyrum,sylvaticum,,,annual
Melampyrum,sylvaticum,,,annual
Geranium,sylvaticum,,,perennial
Geranium,sylvaticum,,,perennial
Brachypodium,sylvaticum,,,perennial
Cerastium,sylvaticum,,,perennial
Equisetum,sylvaticum,,,perennial
Galium,sylvaticum,,,perennial
Geranium,sylvaticum,,,perennial
Melampyrum,sylvaticum,,,annual
Brachypodium,sylvaticum,,,perennial
Geranium,sylvaticum,,,perennial
Geum,sylvaticum,,,perennial
Brachypodium,sylvaticum,,,perennial
Hieracium,sylvaticum,,,perennial
Galium,sylvaticum,,,perennial
Geum,sylvaticum,,,perennial
Scirpus,sylvaticus,,,perennial
Senecio,sylvaticus,,,annual
Scirpus,sylvaticus,,,perennial
Scirpus,sylvaticus,,,perennial
Scirpus,sylvaticus,,,perennial
Senecio,sylvaticus,,,annual
Aruncus,sylvester,,,perennial
Erysimum,sylvestre,,,biennial/perennial
Angelica,sylvestris,,,perennial
Geranium,sylvestris,,,perennial
Anthriscus,sylvestris,,,perennial
Pinus,sylvestris,,,perennial
Anemone,sylvestris,,,perennial
Angelica,sylvestris,,,biennial/perennial
Anthriscus,sylvestris,,,perennial
Dianthus,sylvestris,,,perennial
Lathyrus,sylvestris,,,perennial
Malus,sylvestris,,,perennial
Malva,sylvestris,,,perennial
Pinus,sylvestris,,,perennial
Rorippa,sylvestris,,,perennial
Tulipa,sylvestris,,,perennial
Rorippa,sylvestris,,,perennial
Angelica,sylvestris,,,perennial
Anthriscus,sylvestris,,,perennial
Anemone,sylvestris,,,perennial
Anthriscus,sylvestris,,,perennial
Angelica,sylvestris,,,biennial/perennial
Anthriscus,sylvestris,,,perennial
Bellis,sylvestris,,,perennial
Homogyne,sylvestris,,,perennial
Malva,sylvestris,,,biennial/perennial
Rorippa,sylvestris,,,perennial
Salvia,sylvestris,,,perennial
Tulipa,sylvestris,,,perennial
Dianthus,sylvestris,,,perennial
Lathyrus,sylvestris,,,perennial
Anthriscus,sylvestris,,,biennial/perennial
Angelica,sylvestris,,,biannual/perennial
Anthriscus,sylvestris,,,biannual/perennial
Anthriscus,sylvestris,,,perennial
Dipsacus,sylvestris,,,biennial
Tulipa,sylvestris,,,perennial
Chiloglottis,sylvestris,,,perennial
Bromheadia,sylvestris,,,perennial
Salvia,sylvestris,,,perennial
Malus,sylvestris,,,perennial
Pinus,sylvestris,,,perennial
Crotalaria,sylvicola,,,perennial
Anthriscus,sylvsteris,,,perennial
Cynorkis,symoensii,,,perennial
Taraxacum,symphorilobum,,,perennial
Glycine,syndetika,,,perennial
Kalanchoe,synsepala,,,perennial
Asclepias,syriaca,,,perennial
Asclepias,syriaca,,,perennial
Asclepias,syriaca,,,perennial
Asclepias,syriaca,,,perennial
Asclepias,syriaca,,,perennial
Notobasis,syriaca,,,annual
Halocharis,syriaca,,,annual
Helianthemum,syriacum,,,perennial
Taraxacum,syriacum,,,perennial
Origanum,syriacum,,,perennial
Beckmannia,syzigachne,,,annual
Potentilla,szovitsii,,,perennial
Nicotiana,tabacum,,,annual
Nicotiana,tabacum,,,annual
Nicotiana,tabacum,,,annual/perennial
Potentilla,tabernaemontani,,,perennial
Schoenoplectus,tabernaemontani,,,perennial
Pinus,taeda,,,perennial
Taraxacum,taeniatum,,,perennial
Machaeranthera,tagetina,,,annual
Iris,taitii,,,perennial
Aconitum,talassicum,,,perennial
Salsola,tamariscina,,,annual
Aspidosperma,tambopatense,,,perennial
Jacquemontia,tamnifolia,,,annual
Phacelia,tanacetifolia,,,annual
Phacelia,tanacetifolia,,,annual
Hugueninia,tanacetifolia,,,perennial
Camissonia,tanacetifolia,,,perennial
Artemisia,tanacetifolia,,,perennial
Aster,tanacetifolius,,,annual
Mystacidium,tanganyikense,,,perennial
Desmodium,tanganyikense,,,perennial
Eulophia,tanganyikensis,,,perennial
Primula,tangutica,,,perennial
Przewalskia,tangutica,,,perennial
Rheum,tanguticum,,,perennial
Rheum,tanguticum,,,perennial
Phaius,tankervilleae,,,perennial
Phaius,tankervilliae,,,perennial
Tmesipteris,tannensis,,,perennial
Glossogyne,tannensis,,,perennial
Diascia,tanyceras,,,annual
Taraxacum,tanyolobum,,,perennial
Leontodon,taraxacoides,,,annual
Dendrobium,tarberi,,,perennial
Craterocapsa,tarsodes,,,perennial
Thymelaea,tartonraira,,,perennial
Atriplex,tatarica,,,annual
Lactuca,tatarica,,,perennial
Lonicera,tatarica,,,perennial
Silene,tatarica,,,perennial
Atriplex,tatarica,,,annual
Crambe,tatarica,,,perennial
Fagopyrum,tataricum,,,annual
Fagopyrum,tataricum,,,annual
Cirsium,tataricum,,,biennial/perennial
Mulgedium,tataricum,,,perennial
Polygala,tatarinowii,,,annual
Haegiela,tatei,,,annual
Aconitum,tauricum,,,perennial
Aconitum,tauricum,,,perennial
Asperula,taurina,,,perennial
Asperula,taurina,,,perennial
Aegilops,tauschii,,,annual
Narcissus,tazetta,,,perennial
Bromus,tectorum,,,annual
Bromus,tectorum,,,annual
Crepis,tectorum,,,annual
Sempervivum,tectorum,,,perennial
Bromus,tectorum,,,annual
Bromus,tectorum,,,annual
Bromus,tectorum,,,annual
Crepis,tectorum,,,annual
Bromus,tectorum,,,annual
Sempervivum,tectorum,,,perennial
Bromus,tectorum,,,annual
Bromus,tectorum,,,annual
Bromus,tectorum,,,annual
Bromus,tectorum,,,annual
Bromus,tectorum,,,annual
Bromus,tectorum,,,annual
Bromus,tectorum,,,annual
Bromus,tectorum,,,annual
Bromus,tectorum,,,annual
Bromus,tectorum,,,annual
Bromus,tectorum,,,annual
Bromus,tectorum,,,annual
Bromus,tectorum,,,annual
Bromus,tectorum,,,annual
Bromus,tectorum,,,annual
Bromus,tectorum,,,annual
Chondropetalum,tectorum,,,perennial
Eragrostis,tef,,,annual
Eragrostis,tef,,,annual
Sedum,telephium,,,perennial
Sedum,telephium,,,perennial
Sedum,telephium,,,perennial
Equisetum,telmateia,,,perennial
Equisetum,telmateia,,,perennial
Clarkia,tembloriensis,,,annual
Lolium,temulentum,,,annual
Lolium,temulentum,,,annual
Chaerophyllum,temulentum,,,annual/biannual
Chaerophyllum,temulum,,,annual/biennial
Stipa,tenacissima,,,perennial
Forsskaolea,tenacissima,,,annual
Juncus,tenageia,,,annual
Leptocarpus,tenax,,,perennial
Galium,tendae,,,perennial
Taraxacum,tenebricans,,,perennial
Anagallis,tenella,,,perennial
Gentianella,tenella,,,annual
Chorispora,tenella,,,annual
Anagallis,tenella,,,perennial
Gentiana,tenella,,,annual/biennial
Saxifraga,tenella,,,perennial
Justicia,tenella,,,annual
Hesperocnide,tenella,,,annual
Tonella,tenella,,,annual
Blumea,tenella,,,annual
Lesquerella,tenella,,,annual
Eulophia,tenella,,,perennial
Diclis,tenella,,,annual
Oldenlandia,tenella,,,perennial
Micropyrum,tenellum,,,annual
Heliotropium,tenellum,,,annual
Erymophyllum,tenellum,,,annual
Psilocarphus,tenellus,,,annual
Astragalus,tenellus,,,perennial
Acaena,tenera,,,perennial
Phyteuma,tenerum,,,perennial
Cerastium,tenoreanum,,,annual
Aira,tenorei,,,annual
Caladenia,tentaculata,,,perennial
Habenaria,tentaculigera,,,perennial
Ancistrorhynchus,tenuicaulis,,,perennial
Psoralea,tenuiflora,,,perennial
Psoralea,tenuiflora,,,perennial
Muscari,tenuiflorum,,,perennial
psoralidium,tenuiflorum,,,perennial
Carduus,tenuiflorus,,,annual/biennial
Diplotaxis,tenuifolia,,,perennial
Tephroseris,tenuifolia,,,perennial
Vicia,tenuifolia,,,perennial
Polygala,tenuifolia,,,perennial
Diplotaxis,tenuifolia,,,perennial
Tephroseris,tenuifolia,,,perennial
Diplotaxis,tenuifolia,,,perennial
Gilberta,tenuifolia,,,annual
Senegalia,tenuifolia,,,perennial
Agalinis,tenuifolia,,,annual
Gilberta,tenuifolia,,,annual
Schizonepeta,tenuifolia,,,annual
Linum,tenuifolium,,,perennial
Linum,tenuifolium,,,perennial
Linum,tenuifolium,,,annual
Ligusticum,tenuifolium,,,perennial
Haemodorum,tenuifolium,,,perennial
Pycnanthemum,tenuifolium,,,perennial
Linum,tenuifolium,,,perennial
Taraxacum,tenuifolium,,,perennial
Asparagus,tenuifolius,,,perennial
Amellus,tenuifolius,,,perennial
Hieracium,tenuifrons,,,perennial
Pulsatilla,tenuiloba,,,perennial
Horkelia,tenuiloba,,,perennial
Taraxacum,tenuilobum,,,perennial
Brachycorythis,tenuior,,,perennial
Crotalaria,tenuipedicellata,,,annual
Triumfetta,tenuipedunculata,,,perennial
Dioscorea,tenuipes,,,perennial
Hydrophyllum,tenuipes,,,perennial
Taraxacum,tenuipetiolatum,,,perennial
Crotalaria,tenuirama,,,annual
Blepharis,tenuiramea,,,annual
Ipomoea,tenuirostris,,,perennial
Lotus,tenuis,,,perennial
Juncus,tenuis,,,perennial
Lotus,tenuis,,,perennial
