genus,species,subspecies,variant,nfix
Abronia,umbellata,,,no
Chimaphila,umbellata,,,no
Strophostyles,umbellata,,,yes
Cathormion,umbellatum,,,yes
Halimium,umbellatum,,,no
Piper,umbellatum,,,no
Halimium,umbellatum,,,no
Piper,umbellatum,,,no
Dendrolobium,umbellatum,,,yes
Halimium,umbellatum,,,yes
Piper,umbellatum,,,yes
Cathormion,umbellatum,,,yes
Hieracium,umbellatum,,,yes
Hieracium,umbellatum,,,no
Holosteum,umbellatum,,,no
Ornithogalum,umbellatum,,,no
Astragalus,umbellatus,,,yes
Astragalus,umbellatus,,,yes
Butomus,umbellatus,,,no
Inga,umbellifera,,,yes
Pisonia,umbellifera,,,no
Solanum,umbelliferum,,,no
Solanum,umbelliferum,,,no
Solanum,umbelliferum,,,no
Solanum,umbelliferum,,,no
Solanum,umbelliferum,,,yes
Daviesia,umbellulata,,,yes
Trifolium,umbellulatum,,,yes
Eucalyptus,umbra,,,no
Eucalyptus,umbra,,,no
Eucalyptus,umbra,,,no
Eucalyptus,umbra,,,yes
Eucalyptus,umbra,,,no
Inga,umbratica,,,yes
Inga,umbratica,,,yes
Inga,umbratica,,,yes
Inga,umbratica,,,yes
Carex,umbrosa,,,no
Carex,umbrosa,,,no
Scrophularia,umbrosa,,,no
Trigonella,uncata,,,yes
Acacia,uncifera,,,yes
Melaleuca,uncinata,,,no
Melaleuca,uncinata,,,no
Melaleuca,uncinata,,,no
Melaleuca,uncinata,,,no
Melaleuca,uncinata,,,no
Melaleuca,uncinata,,,no
Melaleuca,uncinata,,,no
Dillwynia,uncinata,,,yes
Uncinia,uncinata,,,yes
Erichsenia,uncinata,,,yes
Schrankia,uncinata,,,yes
Uncinia,uncinata,,,no
Desmodium,uncinatum,,,yes
Myrtoleucodendron,uncinatum,,,yes
Teramnus,uncinatus,,,yes
Crotalaria,uncinella,,,yes
Mouriri,uncitheca,,,no
Mouriri,uncitheca,,,no
Mouriri,uncitheca,,,no
Mouriri,uncitheca,,,yes
Hakea,undulata,,,no
Hakea,undulata,,,no
Vepris,undulata,,,no
Vepris,undulata,,,no
Vepris,undulata,,,no
Vepris,undulata,,,no
Vepris,undulata,,,no
Hakea,undulata,,,no
Vepris,undulata,,,yes
Hakea,undulata,,,yes
Acacia,undulata,,,yes
Quassia,undulata,,,no
Pittosporum,undulatum,,,no
Pittosporum,undulatum,,,yes
Philodendron,undulatum,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,no
Arbutus,unedo,,,yes
Arbutus,unedo,,,no
Vigna,unguiculata,,,yes
Vigna,unguiculata,,,yes
Vigna,unguiculata,,,no
Vigna,unguiculata,,,yes
Clarkia,unguiculata,,,no
Vigna,unguiculata,,,yes
Phaseolus,unguiculatus,,,yes
Mimosa,unguis,,,yes
Pithecellobium,unguis-cati,,,yes
Bauhinia,ungulata,,,yes
Moneses,uniflora,,,no
Littorella,uniflora,,,no
Silene,uniflora,,,no
Moneses,uniflora,,,no
Aeschynomene,uniflora,,,yes
Aspalathus,uniflora,,,yes
Tephrosia,uniflora,,,yes
Moneses,uniflora,,,yes
Littorella,uniflora,,,yes
Oberna,uniflora,,,yes
Senna,uniflora,,,yes
Arachnitis,uniflora,,,no
Eugenia,uniflora,,,no
Littorella,uniflora,,,no
Melica,uniflora,,,no
Moneses,uniflora,,,no
Monotropa,uniflora,,,no
Silene,uniflora,,,no
Cerastium,uniflorum,,,no
Dracophyllum,uniflorum,,,no
Cerastium,uniflorum,,,no
Dracophyllum,uniflorum,,,no
Argyrolobium,uniflorum,,,yes
Macrotyloma,uniflorum,,,yes
Trifolium,uniflorum,,,yes
Cerastium,uniflorum,,,yes
Dracophyllum,uniflorum,,,yes
Cerastium,uniflorum,,,no
Macrotyloma,uniflorum,,,yes
Erigeron,uniflorus,,,no
Erigeron,uniflorus,,,no
Erigeron,uniflorus,,,yes
Erigeron,uniflorus,,,no
Microtis,unifolia,,,no
Andira,unifoliolata,,,yes
Ophrestia,unifoliolata,,,yes
Andira,unifoliolata,,,yes
Andira,unifoliolata,,,yes
Protium,unifoliolatum,,,no
Protium,unifoliolatum,,,yes
Harleyodendron,unifoliolatum,,,yes
Eleocharis,uniglumis,,,no
Vicia,unijuga,,,yes
Stipagrostis,uniplumis,,,no
Stipagrostis,uniplumis,,,no
Stipagrostis,uniplumis,,,no
Stipagrostis,uniplumis,,,no
Stipagrostis,uniplumis,,,no
Stipagrostis,uniplumis,,,no
Stipagrostis,uniplumis,,,no
Stipagrostis,uniplumis,,,no
Stipagrostis,uniplumis,,,no
Stipagrostis,uniplumis,,,no
Stipagrostis,uniplumis,,,no
Stipagrostis,uniplumis,,,yes
Stipagrostis,uniplumis,,,no
Hippocrepis,unisiliquosa,,,yes
Hippocrepis,unisiliquosa,,,yes
Pelargonium,UNK?,,,no
Pelargonium,UNK?,,,no
Pelargonium,UNK?,,,no
Pelargonium,UNK?,,,no
Pelargonium,UNK?,,,no
Pelargonium,UNK?,,,no
Pelargonium,UNK?,,,no
Inga,uraguensis,,,yes
Mimosa,uraguensis,,,yes
Glycyrrhiza,uralensis,,,yes
Aragallus,uralensis,,,yes
Geum,urbanum,,,no
Geum,urbanum,,,yes
Geum,urbanum,,,no
Melichrus,urceolatus,,,no
Melichrus,urceolatus,,,yes
Urtica,urens,,,no
Mucuna,urens,,,yes
Urtica,urens,,,yes
Urtica,urens,,,no
Phyllanthus,urinaria,,,no
Eucalyptus,urna,,,no
Eucalyptus,urna,,,yes
Acacia,urophylla,,,yes
Eucalyptus,urophylla,,,no
Syzygium,urophyllum,,,yes
Mimosa,ursina,,,yes
Rubus,ursinus,,,no
Rubus,ursinus,,,no
Rubus,ursinus,,,yes
Veronica,urticifolia,,,no
Croton,urucurana,,,no
Croton,urucurana,,,no
Croton,urucurana,,,yes
Croton,urucurana,,,no
Juncus,uruguensis,,,yes
Myracrodruon,urundeuva,,,no
Myracrodruon,urundeuva,,,no
Myracrodruon,urundeuva,,,no
Myracrodruon,urundeuva,,,yes
Tibouchina,urvilleana,,,yes
Trifolium,usambarense,,,yes
Millettia,usaramensis,,,yes
Crotalaria,usaramoensis,,,yes
Tricomaria,usillo,,,no
Linum,usitatissimum,,,no
Prunus,ussuriensis,,,no
Pyrus,ussuriensis,,,no
NEOTINEA,USTULATA,,,no
Parasitaxus,ustus,,,no
Amelanchier,utahensis,,,no
Amelanchier,utahensis,,,no
Astragalus,utahensis,,,yes
Amelanchier,utahensis,,,yes
Brosimum,utile,,,no
Brosimum,utile,,,no
Archidendron,utile,,,yes
Brosimum,utile,,,yes
Stizolobium,utile,,,yes
Brosimum,utile,,,no
Entandrophragma,utile,,,no
Heritiera,utilis,,,no
Tarrietia,utilis,,,yes
Brachystegia,utilis,,,yes
Ionopsis,utricularioides,,,no
Ribes,uva-crispa,,,no
Ribes,uva-crispa,,,no
Ribes,uva-crispa,,,no
Ribes,uva-crispa,,,no
Ribes,uva-crispa,,,no
Ribes,uva-crispa,,,no
Ribes,uva-crispa,,,no
Ribes,uva-crispa,,,no
Ribes,uva-crispa,,,no
Ribes,uva-crispa,,,yes
Eugenia,uvalha,,,no
Eugenia,uvalha,,,no
Eugenia,uvalha,,,no
Arctostaphylus,uva-ursa,,,no
Arctostaphylus,uva-ursa,,,no
Arctostaphylos,uva-ursi,,,no
Arctostaphylos,uva-ursi,,,no
Arctostaphylos,uva-ursi,,,no
Arctostaphylos,uva-ursi,,,no
Arctostaphylos,uva-ursi,,,no
Arctostaphylos,uva-ursi,,,no
Arctostaphylos,uva-ursi,,,no
Arctostaphylos,uva-ursi,,,no
Arctostaphylos,uva-ursi,,,no
Arctostaphylos,uva-ursi,,,no
Arctostaphylos,uva-ursi,,,no
Arctostaphylos,uva-ursi,,,no
Arctostaphylos,uva-ursi,,,no
Coccoloba,uvifera,,,no
Gomphrena,vaga,,,no
Gomphrena,vaga,,,no
Gomphrena,vaga,,,no
Gomphrena,vaga,,,no
Gomphrena,vaga,,,yes
Erica,vagans,,,no
Alysicarpus,vaginalis,,,yes
Alysicarpus,vaginalis,,,yes
Coronilla,vaginalis,,,yes
Ononis,vaginalis,,,yes
Carex,vaginata,,,no
Carex,vaginata,,,no
Carex,vaginata,,,no
Carex,vaginata,,,no
Carex,vaginata,,,no
Carex,vaginata,,,no
Carex,vaginata,,,no
Carex,vaginata,,,no
Carex,vaginata,,,no
Carex,vaginata,,,no
Carex,vaginata,,,no
Carex,vaginata,,,no
Carex,vaginata,,,no
Carex,vaginata,,,no
Carex,vaginata,,,no
Carex,vaginata,,,no
Carex,vaginata,,,no
Carex,vaginata,,,no
Carex,vaginata,,,yes
Carex,vaginata,,,no
Eriophorum,vaginatum,,,no
Eriophorum,vaginatum,,,no
Eriophorum,vaginatum,,,no
Eriophorum,vaginatum,,,no
Eriophorum,vaginatum,,,no
Eriophorum,vaginatum,,,no
Eriophorum,vaginatum,,,no
Eriophorum,vaginatum,,,no
Eriophorum,vaginatum,,,no
Eriophorum,vaginatum,,,no
Eriophorum,vaginatum,,,no
Eriophorum,vaginatum,,,no
Eriophorum,vaginatum,,,no
Eriophorum,vaginatum,,,no
Eriophorum,vaginatum,,,no
Eriophorum,vaginatum,,,no
Eriophorum,vaginatum,,,no
Eriophorum,vaginatum,,,no
Eriophorum,vaginatum,,,no
Eriophorum,vaginatum,,,no
Eriophorum,vaginatum,,,no
Eriophorum,vaginatum,,,no
Eriophorum,vaginatum,,,no
Eriophorum,vaginatum,,,no
Eriophorum,vaginatum,,,no
Eriophorum,vaginatum,,,no
Eriophorum,vaginatum,,,no
Eriophorum,vaginatum,,,no
Eriophorum,vaginatum,,,no
Eriophorum,vaginatum,,,no
Eriophorum,vaginatum,,,no
Eriophorum,vaginatum,,,no
Eriophorum,vaginatum,,,no
Eriophorum,vaginatum,,,no
Eriophorum,vaginatum,,,no
Eriophorum,vaginatum,,,no
Eriophorum,vaginatum,,,no
Eriophorum,vaginatum,,,no
Eriophorum,vaginatum,,,no
Eriophorum,vaginatum,,,no
Eriophorum,vaginatum,,,no
Eriophorum,vaginatum,,,no
Eriophorum,vaginatum,,,no
Eriophorum,vaginatum,,,no
Eriophorum,vaginatum,,,no
Eriophorum,vaginatum,,,no
Eriophorum,vaginatum,,,no
Eriophorum,vaginatum,,,no
Eriophorum,vaginatum,,,no
Eriophorum,vaginatum,,,no
Eriophorum,vaginatum,,,no
Eriophorum,vaginatum,,,no
Eriophorum,vaginatum,,,no
Eriophorum,vaginatum,,,no
Eriophorum,vaginatum,,,no
Eriophorum,vaginatum,,,no
Paspalum,vaginatum,,,no
Paspalum,vaginatum,,,no
Paspalum,vaginatum,,,no
Eriophorum,vaginatum,,,yes
Paspalum,vaginatum,,,yes
Eriophorum,vaginatum,,,no
Astragalus,vaginatus,,,yes
Sporobolus,vaginiflorus,,,yes
Bauhinia,vahlii,,,yes
Oxalis,valdiviensis,,,no
Coronilla,valentina,,,yes
Samolus,valerandi,,,no
Festuca,valesiaca,,,no
Crotalaria,valetonii,,,yes
Crotalaria,valida,,,yes
Yucca,valida,,,no
Koeleria,vallesiana,,,no
Crotalaria,vallicola,,,yes
Lupinus,vallicola,,,yes
Robynsiophyton,vanderystii,,,yes
Medicago,vardanis,,,yes
Festuca,varia,,,no
Hakea,varia,,,no
Hakea,varia,,,no
Hakea,varia,,,no
Hakea,varia,,,no
Sesleria,varia,,,no
Cadia,varia,,,yes
Coronilla,varia,,,yes
Securigera,varia,,,yes
Hakea,varia,,,yes
Sesleria,varia,,,yes
Medicago,varia,,,yes
Securigera,varia,,,yes
Kielmeyera,variabilis,,,no
Kielmeyera,variabilis,,,yes
Pleonotoma,variabilis,,,yes
Allophylus,varians,,,no
Allophylus,varians,,,no
Desmodium,varians,,,yes
Allophylus,varians,,,yes
Bauhinia,variegata,,,yes
Bauhinia,variegata,,,yes
Crotalaria,variegata,,,yes
Erythrina,variegata,,,yes
Ononis,variegata,,,yes
Bauhinia,variegata,,,yes
Lespedeza,variegata,,,yes
Tolumnia,variegata,,,no
Equisetum,variegatum,,,yes
Equisetum,variegatum,,,yes
Trifolium,variegatum,,,yes
Lathyrus,variegatus,,,yes
Argyrolobium,variopile,,,yes
Lupinus,varius,,,yes
Crotalaria,vasculosa,,,yes
Cassinia,vauvilliersii,,,no
Cassinia,vauvilliersii,,,no
Cyclolobium,vecchii,,,yes
Abies,veitchii,,,no
Trifolium,velivolum,,,yes
Mimosa,velloziana,,,yes
Quercus,velutina,,,no
Digitaria,velutina,,,no
Prosopis,velutina,,,yes
Quercus,velutina,,,no
Quercus,velutina,,,no
Quercus,velutina,,,no
Quercus,velutina,,,no
Quercus,velutina,,,no
Solidago,velutina,,,no
Inga,velutina,,,yes
Parkia,velutina,,,yes
Prosopis,velutina,,,yes
Crotalaria,velutina,,,yes
Erythrina,velutina,,,yes
Indigofera,velutina,,,yes
Podalyria,velutina,,,yes
Sophora,velutina,,,yes
Acacia,velutina,,,yes
Quercus,velutina,,,yes
Digitaria,velutina,,,yes
Solidago,velutina,,,yes
Brasilettia,velutina,,,yes
Senna,velutina,,,yes
Mucuna,velutina,,,yes
Rhynchosia,velutina,,,yes
Nicotiana,velutina,,,no
Quercus,velutina,,,no
Gastrolobium,velutinum,,,yes
Stizolobium,velutinum,,,yes
Ceanothus,velutinus,,,yes
Ceanothus,velutinus,,,yes
Desmanthus,velutinus,,,yes
Mimosa,venatorum,,,yes
Isocoma,veneta,,,no
Panicum,venezuelae,,,yes
Panicum,venezuellae,,,no
Pouteria,venosa,,,no
Pouteria,venosa,,,no
Peltogyne,venosa,,,yes
Peltogyne,venosa,,,yes
Pouteria,venosa,,,no
Pouteria,venosa,,,no
Peltogyne,venosa,,,yes
Vicia,venosa,,,yes
Pouteria,venosa,,,yes
Peltogyne,venosa,,,no
Centrosema,venosum,,,yes
Lathyrus,venosus,,,yes
Astragalus,venosus,,,yes
Olinia,ventosa,,,no
Olinia,ventosa,,,no
Olinia,ventosa,,,no
Olinia,ventosa,,,yes
Rhynchosia,venulosa,,,yes
Micropholis,venulosa,,,yes
Micropholis,venulosa,,,no
Tachigali,venusta,,,yes
Tachigali,venusta,,,yes
Tachigali,venusta,,,yes
Tachigali,venusta,,,yes
Wisteria,venusta,,,yes
Tachigali,venusta,,,yes
Exostyles,venusta,,,yes
Gompholobium,venustum,,,yes
Inga,vera,,,yes
Inga,vera,,,yes
Acacia,vera,,,yes
Inga,vera,,,yes
Pistacia,vera,,,no
Suaeda,vera,,,no
Trigonella,verae,,,yes
Neuwiedia,veratrifolia,,,no
Byrsonima,verbascifolia,,,no
Byrsonima,verbascifolia,,,no
Byrsonima,verbascifolia,,,no
Byrsonima,verbascifolia,,,no
Byrsonima,verbascifolia,,,no
Byrsonima,verbascifolia,,,no
Byrsonima,verbascifolia,,,no
Byrsonima,verbascifolia,,,no
Byrsonima,verbascifolia,,,yes
Salvia,verbenaca,,,no
Mimosa,verecunda,,,yes
Acacia,verek,,,yes
Primula,veris,,,no
Sarcobatus,vermiculatus,,,no
Sarcobatus,vermiculatus,,,no
Sarcobatus,vermiculatus,,,no
Sarcobatus,vermiculatus,,,no
Sarcobatus,vermiculatus,,,no
Sarcobatus,vermiculatus,,,no
Sarcobatus,vermiculatus,,,no
Sarcobatus,vermiculatus,,,no
Sarcobatus,vermiculatus,,,no
Sarcobatus,vermiculatus,,,no
Sarcobatus,vermiculatus,,,no
Sarcobatus,vermiculatus,,,no
Sarcobatus,vermiculatus,,,no
Sarcobatus,vermiculatus,,,no
Sarcobatus,vermiculatus,,,no
Sarcobatus,vermiculatus,,,no
Sarcobatus,vermiculatus,,,no
Sarcobatus,vermiculatus,,,no
Sarcobatus,vermiculatus,,,no
Sarcobatus,vermiculatus,,,no
Sarcobatus,vermiculatus,,,no
Sarcobatus,vermiculatus,,,no
Sarcobatus,vermiculatus,,,no
Sarcobatus,vermiculatus,,,no
Sarcobatus,vermiculatus,,,no
Scorpiurus,vermiculatus,,,yes
Sarcobatus,vermiculatus,,,yes
Sarcobatus,vermiculatus,,,no
Potentilla,verna,,,no
Potentilla,verna,,,no
Potentilla,verna,,,no
Erythrina,verna,,,yes
Gueldenstaedtia,verna,,,yes
Potentilla,verna,,,yes
FICARIA,VERNA,,,no
Gentiana,verna,,,no
Minuartia,verna,,,no
Veronica,verna,,,no
Adonis,vernalis,,,no
Adonis,vernalis,,,no
Adonis,vernalis,,,yes
Adonis,vernalis,,,no
Acacia,verniciflua,,,yes
Acacia,verniciflua,,,yes
Owenia,vernicosa,,,no
Dimorphandra,vernicosa,,,yes
Owenia,vernicosa,,,yes
Trifolium,vernum,,,yes
Leucojum,vernum,,,no
Lathyrus,vernus,,,yes
Lathyrus,vernus,,,yes
Lathyrus,vernus,,,yes
Crocus,vernus,,,no
Lathyrus,vernus,,,yes
Mansoa,verrucifera,,,no
Mansoa,verrucifera,,,no
Mansoa,verrucifera,,,no
Mansoa,verrucifera,,,no
Mansoa,verrucifera,,,yes
Capparis,verrucosa,,,no
Hakea,verrucosa,,,no
Capparis,verrucosa,,,no
Hakea,verrucosa,,,no
Capparis,verrucosa,,,no
Mimosa,verrucosa,,,yes
Crotalaria,verrucosa,,,yes
Psoralea,verrucosa,,,yes
Capparis,verrucosa,,,yes
Hakea,verrucosa,,,yes
Arrabidaea,verrucosa,,,yes
Hymenaea,verrucosa,,,yes
Euonymus,verrucosus,,,no
Pultenaea,verruculosa,,,yes
Dianthus,versicolor,,,no
Tachigali,versicolor,,,yes
Tachigali,versicolor,,,yes
Dianthus,versicolor,,,no
Albizia,versicolor,,,yes
Caragana,versicolor,,,yes
Tachigali,versicolor,,,yes
Festuca,versicolor,,,yes
Helictotrichon,versicolor,,,no
Iris,versicolor,,,no
Hypoestes,verticillaris,,,yes
Henriquezia,verticillata,,,no
Mollugo,verticillata,,,no
Alchemilla,verticillata,,,no
Allocasuarina,verticillata,,,yes
Ilex,verticillata,,,no
Alchemilla,verticillata,,,no
Ilex,verticillata,,,no
Ilex,verticillata,,,no
Ilex,verticillata,,,no
Ilex,verticillata,,,no
Ilex,verticillata,,,no
Allocasuarina,verticillata,,,yes
Acacia,verticillata,,,yes
Alchemilla,verticillata,,,yes
Trigonobalanus,verticillata,,,yes
Ilex,verticillata,,,yes
Henriquezia,verticillata,,,yes
Mollugo,verticillata,,,yes
Hydrilla,verticillata,,,no
Ilex,verticillata,,,no
Mollugo,verticillata,,,no
Pedicularis,verticillata,,,no
Salvia,verticillata,,,no
Setaria,verticillata,,,no
Racosperma,verticillatum,,,yes
Trigonobalanus,verticillatus,,,no
Trigonobalanus,verticillatus,,,no
Trigonobalanus,verticillatus,,,no
Trigonobalanus,verticillatus,,,no
Trigonobalanus,verticillatus,,,no
Trigonobalanus,verticillatus,,,no
Trigonobalanus,verticillatus,,,no
Trigonobalanus,verticillatus,,,no
Hypoestes,verticilliaris,,,no
Hypoestes,verticilliaris,,,no
Galium,verum,,,no
Cinnamomum,verum,,,no
Galium,verum,,,no
Galium,verum,,,yes
Cinnamomum,verum,,,yes
Galium,verum,,,no
Illicium,verum,,,no
Astragalus,verus,,,yes
Fragaria,vesca,,,no
Fragaria,vesca,,,no
Fragaria,vesca,,,no
Fragaria,vesca,,,yes
Fragaria,vesca,,,no
Crepis,vesicaria,,,no
Crepis,vesicaria,,,no
Crepis,vesicaria,,,no
Sesbania,vesicaria,,,yes
Crepis,vesicaria,,,yes
Atriplex,vesicaria,,,no
Carex,vesicaria,,,no
Eruca,vesicaria,,,no
Glottidium,vesicarium,,,yes
Trifolium,vesiculosum,,,yes
Erythrina,vespertilio,,,yes
Christia,vespertilionis,,,yes
Acacia,vestita,,,yes
Mimosa,vestita,,,yes
Tephrosia,vestita,,,yes
Crotalaria,vestita,,,yes
Liparia,vestita,,,yes
Priestleya,vestita,,,yes
Shuteria,vestita,,,yes
Vitex,vestita,,,no
Centrosema,vexillatum,,,yes
Astragalus,vexilliflexus,,,yes
Erythrina,viarum,,,yes
Onobrychis,viciifolia,,,yes
Sophora,viciifolia,,,yes
Onobrychis,viciifolia,,,yes
Hedysarum,vicioides,,,yes
Indigofera,vicioides,,,yes
Tephrosia,vicioides,,,yes
Hakea,victoria,,,no
Hakea,victoria,,,no
Hakea,victoria,,,yes
Acacia,victoriae,,,yes
Eucalyptus,victrix,,,no
Eucalyptus,victrix,,,yes
Pterocarpus,vidalianus,,,yes
Hyptis,vilis,,,yes
Abronia,villosa,,,no
Grewia,villosa,,,no
Vicia,villosa,,,yes
Abronia,villosa,,,no
Heterotheca,villosa,,,no
Acacia,villosa,,,yes
Aotus,villosa,,,yes
Arachis,villosa,,,yes
Calpurnia,villosa,,,yes
Dalbergia,villosa,,,yes
Dalea,villosa,,,yes
Dumasia,villosa,,,yes
Dunbaria,villosa,,,yes
Pultenaea,villosa,,,yes
Rhynchosia,villosa,,,yes
Tephrosia,villosa,,,yes
Thermopsis,villosa,,,yes
Vicia,villosa,,,yes
Wisteria,villosa,,,yes
Abronia,villosa,,,yes
Heterotheca,villosa,,,yes
Rosa,villosa,,,yes
Acaciella,villosa,,,yes
Androsace,villosa,,,no
Calamagrostis,villosa,,,no
Eriochloa,villosa,,,no
Syringa,villosa,,,no
Vicia,villosa,,,yes
Arachis,villosulicarpa,,,yes
Caryocar,villosum,,,no
Caryocar,villosum,,,no
Caryocar,villosum,,,no
Caryocar,villosum,,,no
Petalostemum,villosum,,,yes
Petalostemum,villosum,,,yes
Petalostemum,villosum,,,yes
Dalea,villosum,,,yes
Petalostemum,villosum,,,yes
Dalea,villosum,,,yes
Dalea,villosum,,,yes
Eriosema,villosum,,,yes
Gastrolobium,villosum,,,yes
Machaerium,villosum,,,yes
Caryocar,villosum,,,yes
Hedysarum,villosum,,,yes
Amomum,villosum,,,no
Pennisetum,villosum,,,no
Cytisus,villosus,,,yes
Lupinus,villosus,,,yes
Lotus,villosus,,,yes
Hyptis,vilosis,,,no
Hyptis,vilosis,,,no
Hyptis,vilosis,,,no
Hyptis,vilosis,,,no
Hyptis,vilosis,,,no
Ventilago,viminalis,,,no
Salix,viminalis,,,no
Ventilago,viminalis,,,no
Salix,viminalis,,,no
Salix,viminalis,,,no
Ventilago,viminalis,,,no
Salix,viminalis,,,no
Salix,viminalis,,,yes
Ventilago,viminalis,,,yes
Eucalyptus,viminalis,,,no
Salix,viminalis,,,no
Ventilago,viminalis,,,no
Microstegium,vimineum,,,no
unidentified,vine,,,no
unidentified,vine,,,no
unidentified,vine,,,no
Allium,vineale,,,no
Agrostis,vinealis,,,no
Agrostis,vinealis,,,no
Agrostis,vinealis,,,yes
Agrostis,vinealis,,,no
Vitis,vinifera,,,no
Vitis,vinifera,,,no
Vitis,vinifera,,,no
Vitis,vinifera,,,no
Vitis,vinifera,,,no
Vitis,vinifera,,,no
Vitis,vinifera,,,no
Vitis,vinifera,,,no
Vitis,vinifera,,,no
Vitis,vinifera,,,no
Vitis,vinifera,,,no
Vitis,vinifera,,,no
Vitis,vinifera,,,no
Vitis,vinifera,,,no
Vitis,vinifera,,,no
Vitis,vinifera,,,no
Vitis,vinifera,,,yes
Vitis,vinifera,,,no
Schefflera,vinosa,,,yes
Didymopanax,vinosum,,,no
Schefflera,vinosum,,,no
Schefflera,vinosum,,,no
Didymopanax,vinosum,,,yes
Carmichaelia,violacea,,,yes
Dioclea,violacea,,,yes
Hardenbergia,violacea,,,yes
Lespedeza,violacea,,,yes
Philenoptera,violacea,,,yes
Pulsatilla,violacea,,,no
Pennisetum,violaceum,,,no
Eriosema,violaceum,,,yes
Trifolium,violaceum,,,yes
Lonchocarpus,violaceus,,,yes
Cenchrus,violaceus,,,yes
Asclepias,virdaflora,,,no
Asclepias,virdaflora,,,no
Pouteria,virescens,,,no
Cytisus,virescens,,,yes
Pouteria,virescens,,,yes
Chloris,virgata,,,no
Chloris,virgata,,,no
Chloris,virgata,,,no
Olearia,virgata,,,no
Persoonia,virgata,,,no
Lespedeza,virgata,,,yes
Olearia,virgata,,,no
Dioclea,virgata,,,yes
Sesbania,virgata,,,yes
Carmichaelia,virgata,,,yes
Dalea,virgata,,,yes
Eutaxia,virgata,,,yes
Lespedeza,virgata,,,yes
Olearia,virgata,,,yes
Chloris,virgata,,,yes
Amorpha,virgata,,,yes
Genista,virgata,,,yes
Daubentonia,virgata,,,yes
Tephrosia,virgata,,,yes
Chloris,virgata,,,no
Panicum,virgatum,,,no
Panicum,virgatum,,,no
Panicum,virgatum,,,no
Panicum,virgatum,,,no
Panicum,virgatum,,,no
Panicum,virgatum,,,no
Panicum,virgatum,,,no
Panicum,virgatum,,,no
Panicum,virgatum,,,no
Panicum,virgatum,,,no
Panicum,virgatum,,,no
Panicum,virgatum,,,no
Panicum,virgatum,,,no
Gompholobium,virgatum,,,yes
Otholobium,virgatum,,,yes
Panicum,virgatum,,,yes
Panicum,virgatum,,,no
Desmanthus,virgatus,,,yes
Penstemon,virgatus,,,no
Desmanthus,virgatus,,,yes
